symbol,name,currency,summary,category_group,category,family,exchange,market
BKSB,BNY Mellon Short Duration Corporate Bond ETF,USD,"The investment seeks to track the performance of the Bloomberg Barclays US Corporate 1-5 Years Total Return Index.
 To pursue its goal, the fund normally invests substantially all, but at least 80%, of its assets in bonds comprising the Bloomberg Barclays US Corporate 1-5 Years Total Return Index. The Bloomberg Barclays US Corporate 1-5 Years Total Return Index is designed to measure the market for investment grade, U.S. dollar-denominated, fixed-rate, taxable corporate bonds with one to five years left to maturity. It is non-diversified.",Fixed Income,Bonds,BNY Mellon,PCX,us_market
BKSE,BNY Mellon US Small Cap Core Equity ETF,USD,"The investment seeks to track the performance of the MorningstarÂ® US Small Cap IndexSM.
 Under normal circumstances, the fund generally invests in all of the stocks in the index in proportion to their weighting in the index. The index is a float-adjusted market capitalization weighted index designed to measure the performance of U.S. small-capitalization stocks. It is non-diversified.",Equities,Factors,BNY Mellon,PCX,us_market
BLCN,Siren Nasdaq NexGen Economy ETF,USD,"The investment seeks long-term growth by tracking the investment returns, before fees and expenses, of the Siren Nasdaq Blockchain Economy Index.
 Under normal circumstances, at least 80% of the fund&#39;s assets, will be invested in component securities of the index. The index is designed to measure the returns of companies that are committing material resources to developing, researching, supporting, innovating or utilizing blockchain technology for their proprietary use or for use by others (""Blockchain Companies""). The fund is non-diversified.",Equities,Technology,SRN Advisors,NMS,us_market
BLDG,Cambria Global Real Estate ETF,USD,"The investment seeks income and capital appreciation.
 The fund is actively managed and seeks to achieve its investment objective by investing, under normal market conditions, primarily in the securities of domestic and foreign, including developed and emerging market, companies principally engaged in the real estate sector and real-estate related industries (collectively, âreal estate companiesâ) that exhibit favorable multi-factor metrics, such as value, quality and momentum, according to a quantitative methodology developed by Cambria Investment Management, L.P., the fundâs investment adviser (âCambriaâ).",,,Cambria ETF Trust,BTS,us_market
BLES,Inspire Global Hope ETF,USD,"The investment seeks to replicate investment results that generally correspond to the performance of the Inspire Global Hope Large Cap Equal Weight Index.
 The fund invests at least 80% of its total assets in the component securities of the index. The index provider selects foreign (including emerging markets) and domestic equity securities from a global universe of publicly traded equity securities of companies with a market capitalization of $5 billion or greater and which have an Inspire Impact ScoreÂ® of zero or higher.",,,Inspire,PCX,us_market
BLHY,Virtus Newfleet High Yield Bond ETF,USD,"The investment seeks to provide a high level of current income and, secondarily, capital appreciation.
 Under normal market conditions, the fund will invest not less than 80% of its net assets (plus the amount of any borrowings for investment purposes) in a diversified portfolio of high yield bonds and other debt securities. It invests primarily in U.S. securities but may invest in foreign securities including those in emerging markets (i.e., those that are in the early stages of their economic development). The fund may use credit default swaps to increase or hedge (decrease) investment exposure to various fixed income sectors and instruments.",,,Virtus,PCX,us_market
BLOK,Amplify Transformational Data Sharing ETF,USD,"The investment seeks to provide investors with total return.
 The fund is an actively managed ETF that seeks to provide total return by investing at least 80% of its net assets (including investment borrowings) in the equity securities of companies actively involved in the development and utilization of transformational data sharing technologies. It may invest in non-U.S. equity securities, including depositary receipts.",Equities,Technology,Amplify ETFs,PCX,us_market
BLV,Vanguard Long-Term Bond Index Fund ETF Shares,USD,"The investment seeks to track the performance of the Bloomberg Barclays U.S. Long Government/Credit Float Adjusted Index.
 Bloomberg Barclays U.S. Long Government/Credit Float Adjusted Index includes all medium and larger issues of U.S. government, investment-grade corporate, and investment-grade international dollar-denominated bonds that have maturities of greater than 10 years and are publicly issued. All of its investments will be selected through the sampling process, and at least 80% of the fund&#39;s assets will be invested in bonds held in the index.",Fixed Income,Bonds,Vanguard Asset Management,PCX,us_market
BMAR,Innovator S&P 500 Buffer ETF - March,USD,"The investment seeks to provide investors with returns that match those of the S&P 500 Price Index.
 The fund invests at least 80% of its net assets in FLexible EXchangeÂ® Options (""FLEX Options"") that reference the S&P 500 Price Return Index (""S&P 500 Price Index""). FLEX Options are exchange-traded options contracts with uniquely customizable terms. Although guaranteed for settlement by the Options Clearing Corporation (the ""OCC""), FLEX Options are still subject to counterparty risk with the OCC and may be less liquid than more traditional exchange-traded options. It is non-diversified.",Equities,Factors,Innovator ETFs,BTS,us_market
BMAY,Innovator S&P 500 Buffer ETF - May,USD,"The investment seeks to provide investors with returns that match those of the S&P 500 Price Index.
 The fund invests at least 80% of its net assets in FLexible EXchangeÂ® Options (""FLEX Options"") that reference the S&P 500 Price Return Index (""S&P 500 Price Index""). FLEX Options are exchange-traded options contracts with uniquely customizable terms. Although guaranteed for settlement by the Options Clearing Corporation (the ""OCC""), FLEX Options are still subject to counterparty risk with the OCC and may be less liquid than more traditional exchange-traded options. It is non-diversified.",Equities,Factors,Innovator ETFs,BTS,us_market
BMED,BlackRock Future Health ETF,USD,"The investment seeks to maximize total return.
 Under normal market conditions, the fund will invest at least 80% of its net assets plus any borrowings for investment purposes in equity securities of companies principally engaged in the health sciences group of industries. While the fund will invest primarily in companies providing products and services for human health, it may also invest in companies whose products or services relate to the growth or survival of animals and plants. The fund is non-diversified.",Health Care,Health Care,BlackRock Asset Management,PCX,us_market
BMLP,BMO Dorsey Wright MLP Index Exchange Traded Notes,USD,"The investment seeks to link to the performance of the DWA MLP Selectâ¢ Index (the âindexâ).
 The index includes 15 master limited partnerships (âMLPsâ) based on the proprietary Dorsey Wright Relative Strength Ranking Methodology. By comparing the price relationship between each MLP, the index seeks to determine which MLPs are currently showing outperformance relative to their peers within the Index universe.",Equities,Energy,BMO Capital Markets,NGM,us_market
BND,Vanguard Total Bond Market Index Fund ETF Shares,USD,"The investment seeks to track the performance of the Bloomberg Barclays U.S. Aggregate Float Adjusted Index.
 This index measures the performance of a wide spectrum of public, investment-grade, taxable, fixed income securities in the United States-including government, corporate, and international dollar-denominated bonds, as well as mortgage-backed and asset-backed securities-all with maturities of more than 1 year. All of the fund&#39;s investments will be selected through the sampling process, and at least 80% of its assets will be invested in bonds held in the index.",Fixed Income,Bonds,Vanguard Asset Management,NMS,us_market
BNDC,FlexShares Core Select Bond Fund,USD,"The investment seeks total return and preservation of capital.
 The fund invests at least 80% of its net assets in U.S. dollar-denominated investment-grade fixed-income securities either directly or indirectly through exchange-traded funds and other registered investment companies. The fund may invest, without limitation, in mortgage- or asset-backed securities, including to-be-announced transactions, and purchase and sell securities on a when-issued, delayed delivery or forward commitment basis.",Fixed Income,Bonds,Flexshares Trust,PCX,us_market
BNDW,Vanguard Total World Bond ETF,USD,"The investment seeks to track the performance of the Bloomberg Barclays Global Aggregate Float Adjusted Composite Index that measures the investment return of investment-grade U.S. bonds and investment-grade non-U.S. dollar-denominated bonds.
 The fund is a fund of funds and employs an indexing investment approach designed to track the performance of the index, which is a custom, USD-hedged index designed to track the market capitalized weights of the global investment-grade bond market and is comprised of the Bloomberg Barclays U.S. Aggregate Float Adjusted Index and the Bloomberg Barclays Global Aggregate ex-USD Float Adjusted RIC Capped Index.",,,Vanguard Asset Management,NGM,us_market
BNDX,Vanguard Total International Bond Index Fund ETF Shares,USD,"The investment seeks to track the performance of a benchmark index that measures the investment return of non-U.S. dollar-denominated investment-grade bonds.
 The fund employs an indexing investment approach designed to track the performance of the Bloomberg Barclays Global Aggregate ex-USD Float Adjusted RIC Capped Index (USD Hedged). This index provides a broad-based measure of the global, investment-grade, fixed-rate debt markets. It is non-diversified.",,,Vanguard Asset Management,NMS,us_market
BNE,Blue Horizon BNE ETF,USD,"The investment seeks to track the performance, before fees and expenses, of the Blue Horizon New Energy Economy 100 Index.
 The index seeks to track the performance of a portfolio of companies that are leaders, enablers, and beneficiaries of a transformational shift in the way energy is produced, stored, distributed, and consumed. The fund will generally use a ""replication"" strategy to achieve its investment objective, meaning it will generally invest in all of the component securities of the index in the same approximate proportions as in the index. The fund is non-diversified.",,,Genlith,PCX,us_market
BNKD,MicroSectors U.S. Big Banks Index -3X Inverse Leveraged ETNs,USD,"The investment seeks to provide a leveraged inverse return based on the performance of the Solactive MicroSectorsTM U.S. Big Banks Index.
 The notes are senior unsecured medium-term notes issued by Bank of Montreal with a return linked to a three times leveraged participation in the inverse performance of the index, compounded daily, less a Daily Investor Fee, any negative Daily Interest and, if applicable, the Redemption Fee Amount. The index is an equal-dollar weighted index designed to represent the 10 U.S. stocks with the largest market capitalization in the banking sector.",Equities,Trading,Microsectors,PCX,us_market
BNKSF,ISHARES V PLC S&P US BANKS UCIT,USD,,,,,PNK,us_market
BNKU,MicroSectors U.S. Big Banks Index 3X Leveraged ETNs,USD,"The investment seeks to reflect a 3x leveraged long exposure to the performance of the Solactive MicroSectorsTM U.S. Big Banks Index.
 The notes are senior unsecured medium-term notes issued by Bank of Montreal with a return linked to a three times leveraged participation in the performance of the index, compounded daily, less a Daily Investor Fee, the Daily Financing Charge and, if applicable, the Redemption Fee Amount. The index is an equal-dollar weighted index designed to represent the 10 U.S. stocks with the largest market capitalization in the banking sector.",Equities,Trading,Microsectors,PCX,us_market
BNO,"United States Brent Oil Fund, LP",USD,"The investment seeks the daily changes in percentage terms of its sharesâ per share net asset value (âNAVâ) to reflect the daily changes in percentage terms of the spot price of Brent crude oil.
 The Benchmark Futures Contract is the futures contract on Brent crude oil as traded on the Ice Futures Europe Exchange that is the near month contract to expire, except when the near month contract is within two weeks of expiration, in which case it will be measured by the futures contract that is the next month contract to expire.",,,USCF Investments,PCX,us_market
BNOV,Innovator S&P 500 Buffer ETF - November,USD,"The investment seeks to provide investors with returns that match those of the S&P 500 Price Index.
 The fund invests at least 80% of its net assets in FLexible EXchangeÂ® Options (""FLEX Options"") that reference the S&P 500 Price Return Index (""S&P 500 Price Index""). FLEX Options are exchange-traded options contracts with uniquely customizable terms. Although guaranteed for settlement by the Options Clearing Corporation (the ""OCC""), FLEX Options are still subject to counterparty risk with the OCC and may be less liquid than more traditional exchange-traded options. It is non-diversified.",,,Innovator ETFs,BTS,us_market
BNPC,STREAM S&P Dynamic Roll Global ,,,,,,PCX,us_market
BNZ,WisdomTree Dreyfus New Zealand ,,,,,,PCX,us_market
BOB,Alpha Architect Merlyn.AI Best-of-Breed Core Momentum ETF,USD,"The investment seeks to track the total return performance, before fees and expenses, of the MAI Best-of-Breed Core Momentum Index.
 The fund employs two different investment strategies depending on whether the index anticipates a bull market or a bear market. At least 80% of the fund&#39;s total assets will be invested in the component securities of the index. The index seeks to determine whether U.S. equity markets appear to be a ""Bull"" indicator or appear to have a ""Bear"" indicator. The fund is non-diversified.",Equities,Factors,Alpha Architect,BTS,us_market
BOCT,Innovator S&P 500 Buffer ETF - October,USD,"The investment seeks to provide investors with returns that match those of the S&P 500 Price Index.
 The fund invests at least 80% of its net assets in FLexible EXchangeÂ® Options (""FLEX Options"") that reference the S&P 500 Price Return Index (""S&P 500 Price Index""). The reference asset for all of the fund&#39;s FLEX Options is the S&P 500 Price Index, a large-cap, market-weighted, U.S. equities index that tracks the price (excluding dividends) of the 500 leading companies in leading industries. The fund is non-diversified.",,,Innovator ETFs,BTS,us_market
BOIL,ProShares Ultra Bloomberg Natural Gas,USD,"The investment seeks daily investment results, before fees and expenses, that correspond to two times (2x) the daily performance of the Bloomberg Natural Gas SubindexSM.
 The fund seeks to meet their investment objectives by investing normally in Natural Gas futures contracts. It may also invest in swaps if the market for a specific futures contract experiences emergencies (e.g., natural disaster, terrorist attack, or an act of God) or disruptions (e.g., a trading halt or a flash crash) or in situations where the Sponsor deems it impractical or inadvisable to buy or sell futures contracts (such as during periods of market volatility or illiquidity).",Commodities,Trading,ProShares,PCX,us_market
BOND,PIMCO Active Bond Exchange-Traded Fund,USD,"The investment seeks current income and long-term capital appreciation, consistent with prudent investment management.
 The fund normally invests at least 80% of its assets in a diversified portfolio of Fixed Income Instruments of varying maturities, which may be represented by forwards or derivatives such as options, futures contracts, or swap agreement. It invests primarily in investment grade debt securities, but may invest up to 30% of its total assets in high yield securities, as rated by Moody&#39;s, S&P or Fitch, or, if unrated, as determined by PIMCO.",,,PIMCO Global Advisors,PCX,us_market
BONO,Market Vectors LatAm Aggregate ,,,,,,PCX,us_market
BOSS,Global X Founder-Run Companies ETF,USD,"The investment seeks to provide investment results that correspond generally to the price and yield performance, before fees and expenses, of the Solactive U.S. Founder-Run Companies Index (""underlying index"").
 The fund invests at least 80% of its total assets in the securities of the underlying index. The underlying index is designed to provide exposure to U.S. companies in which a founder or co-founder of the company is serving as the Chief Executive Officer of the company (collectively, ""Founder-Run Companies""), as determined by Solactive AG, the provider of the underlying index.",,,Global X Funds,BTS,us_market
BOTZ,Global X Robotics & Artificial Intelligence ETF,USD,"The investment seeks to provide investment results that correspond generally to the price and yield performance, before fees and expenses, of the Indxx Global Robotics & Artificial Intelligence Thematic Index.
 The fund invests at least 80% of its total assets in the securities of the underlying index. The underlying index is designed to provide exposure to exchange-listed companies in developed markets that are involved in the development of robotics and/or artificial intelligence as defined by Indxx, the provider of the underlying index. The fund is non-diversified.",Equities,Developed Markets,Global X Funds,NMS,us_market
BOUT,Innovator IBD Breakout Opportunities ETF,USD,"The investment seeks to track, before fees and expenses, the performance of the IBDÂ® Breakout Stocks Index (the ""index"").
 The fund will normally invest at least 80% of its net assets (including investment borrowings) in the equity securities that comprise the index. The index seeks to provide opportunistic investment exposure to those stocks with the potential to ""break out,"" or experience a period of sustained price growth beyond the stock&#39;s recent ""resistance level,"" with consideration for various market conditions. The fund is non-diversified.",,,Innovator ETFs,PCX,us_market
BRF,VanEck Vectors Brazil Small-Cap ETF,USD,"The investment seeks to replicate as closely as possible, before fees and expenses, the price and yield performance of the MVISÂ® Brazil Small-Cap Index.
 The fund normally invests at least 80% of its total assets in securities that comprise the fund&#39;s benchmark index. The index includes securities of Brazilian small-capitalization companies. A company is generally considered to be a Brazilian company if it is incorporated in Brazil or is incorporated outside of Brazil but has at least 50% of its revenues/related assets in Brazil.",Equities,Emerging Markets,VanEck Asset Management,PCX,us_market
BRIL,Direxion Daily BRIC Bull 3x Sha,,,,,Direxion Funds,PCX,us_market
BRIS,Direxion Daily BRIC Bear 3x Sha,,,,,Direxion Funds,PCX,us_market
BRZU,Direxion Daily MSCI Brazil Bull 2X Shares,USD,"The investment seeks daily investment results, before fees and expenses, of 200% of the daily performance of the MSCI Brazil 25/50 Index.
 The fund invests at least 80% of its net assets in financial instruments, such as swap agreements, ETFs that track the index, securities of the index and other financial instruments that provide daily leveraged exposure to the index or to ETFs that track the index. The index is designed to measure the performance of the large- and mid-capitalization segments of the Brazilian equity market, covering approximately 85% of the free float-adjusted market capitalization of Brazilian issuers. It is non-diversified.",Equities,Trading,Direxion Funds,PCX,us_market
BSAE,Invesco BulletShares (R) 2021 USD Emerging Markets Debt ETF,USD,"The investment seeks to track the investment results (before fees and expenses) of the Nasdaq BulletSharesÂ® USD Emerging Markets Debt 2021 Index (the ""underlying index"").
 The fund generally will invest at least 80% of its total assets in securities that comprise the index. The index seeks to measure the performance of a portfolio of U.S. dollar-denominated emerging markets bonds with maturities or, in some cases, âeffective maturitiesâ in the year 2021. The fund is non-diversified.",Fixed income,Emerging Markets,Invesco Investment Management,NMS,us_market
BSBE,Invesco BulletShares (R) 2022 USD Emerging Markets Debt ETF,USD,"The investment seeks to track the investment results (before fees and expenses) of the Nasdaq BulletSharesÂ® USD Emerging Markets Debt 2022 Index (the ""underlying index"").
 The fund generally will invest at least 80% of its total assets in securities that comprise the underlying index. The underlying index is designed to represent the performance of a held-to-maturity portfolio of U.S. dollar-denominated emerging markets bonds with maturities or, in some cases, ""effective maturities"" in the year 2022 (collectively, ""2022 Bonds""). The fund is non-diversified.",Fixed income,Emerging Markets,Invesco Investment Management,NMS,us_market
BSCB,Guggenheim BulletShares 2011 Co,,,,,,PCX,us_market
BSCD,Guggenheim BulletShares 2013 Co,,,,,,PCX,us_market
BSCE,Invesco BulletShares (R) 2023 USD Emerging Markets Debt ETF,USD,"The investment seeks to track the investment results (before fees and expenses) of the Nasdaq BulletSharesÂ® USD Emerging Markets Debt 2023 Index (the ""underlying index"").
 The fund generally will invest at least 80% of its total assets in securities that comprise the underlying index. The underlying index seeks to measure the performance of a portfolio of U.S. dollar-denominated emerging markets bonds with maturities or, in some cases, âeffective maturitiesâ in the year 2023. The fund is non-diversified.",Fixed income,Emerging Markets,Invesco Investment Management,NMS,us_market
BSCL,Invesco BulletShares 2021 Corporate Bond ETF,USD,"The investment seeks to track the investment results (before fees and expenses) of the Nasdaq BulletSharesÂ® USD Corporate Bond 2021 Index (the ""underlying index"").
 The fund generally will invest at least 80% of its total assets in securities that comprise the underlying index. The underlying index seeks to measure the performance of a portfolio of U.S. dollar-denominated investment grade corporate bonds with maturities or, in some cases, ""effective maturities"" in the year 2021 (collectively, ""2021 Bonds"").",,,Invesco Investment Management,NMS,us_market
BSCM,Invesco BulletShares 2022 Corporate Bond ETF,USD,"The investment seeks to track the investment results (before fees and expenses) of the Nasdaq BulletSharesÂ® USD Corporate Bond 2022 Index (the ""underlying index"").
 The fund generally will invest at least 80% of its total assets in securities that comprise the underlying index. The underlying index seeks to measure the performance of a portfolio of U.S. dollar-denominated investment grade corporate bonds with maturities or, in some cases, ""effective maturities"" in the year 2022 (collectively, ""2022 Bonds"").",,,Invesco Investment Management,NGM,us_market
BSCN,Invesco BulletShares 2023 Corporate Bond ETF,USD,"The investment seeks to track the investment results (before fees and expenses) of the Nasdaq BulletSharesÂ® USD Corporate Bond 2023 Index (the ""underlying index"").
 The fund generally will invest at least 80% of its total assets in securities that comprise the underlying index. The underlying index seeks to measure the performance of a portfolio of U.S. dollar-denominated investment grade corporate bonds with maturities or, in some cases, ""effective maturities"" in the year 2023 (collectively, ""2023 Bonds"").",,,Invesco Investment Management,NGM,us_market
BSCO,Invesco BulletShares 2024 Corporate Bond ETF,USD,"The investment seeks to track the investment results (before fees and expenses) of the Nasdaq BulletSharesÂ® USD Corporate Bond 2024 Index (the ""underlying index"").
 The fund generally will invest at least 80% of its total assets in securities that comprise the underlying index. The underlying index seeks to measure the performance of a portfolio of U.S. dollar-denominated investment grade corporate bonds with maturities or, in some cases, ""effective maturities"" in the year 2024 (collectively, ""2024 Bonds"").",,,Invesco Investment Management,NMS,us_market
BSCP,Invesco BulletShares 2025 Corporate Bond ETF,USD,"The investment seeks to track the investment results (before fees and expenses) of the Nasdaq BulletSharesÂ® USD Corporate Bond 2025 Index (the ""underlying index"").
 The fund generally will invest at least 80% of its total assets in securities that comprise the underlying index. The underlying index seeks to measure the performance of a portfolio of U.S. dollar-denominated investment grade corporate bonds with maturities or, in some cases, ""effective maturities"" in the year 2025 (collectively, ""2025 Bonds"").",,,Invesco Investment Management,NGM,us_market
BSCQ,Invesco BulletShares 2026 Corporate Bond ETF,USD,"The investment seeks to track the investment results (before fees and expenses) of the Nasdaq BulletSharesÂ® USD Corporate Bond 2026 Index (the ""underlying index"").
 The fund generally will invest at least 80% of its total assets in securities that comprise the underlying index. The underlying index seeks to measure the performance of a portfolio of U.S. dollar-denominated investment grade corporate bonds with maturities or, in some cases, ""effective maturities"" in the year 2026 (collectively, ""2026 Bonds"").",,,Invesco Investment Management,NGM,us_market
BSCR,Invesco BulletShares 2027 Corporate Bond ETF,USD,"The investment seeks to track the investment results (before fees and expenses) of the Nasdaq BulletSharesÂ® USD Corporate Bond 2027 Index (the ""underlying index"").
 The fund generally will invest at least 80% of its total assets in securities that comprise the underlying index. The underlying index seeks to measure the performance of a portfolio of U.S. dollar-denominated investment grade corporate bonds with maturities or, in some cases, ""effective maturities"" in the year 2027 (collectively, ""2027 Bonds"").",,,Invesco Investment Management,NMS,us_market
BSCS,Invesco BulletShares 2028 Corporate Bond ETF,USD,"The investment seeks to track the investment results (before fees and expenses) of the Nasdaq BulletSharesÂ® USD Corporate Bond 2028 Index (the ""underlying index"").
 The fund generally will invest at least 80% of its total assets in securities that comprise the underlying index. The underlying index seeks to measure the performance of a portfolio of U.S. dollar-denominated investment grade corporate bonds with maturities or, in some cases, ""effective maturities"" in the year 2028 (collectively, ""2028 Bonds""). The fund is non-diversified.",,,Invesco Investment Management,NMS,us_market
BSCT,Invesco BulletShares 2029 Corporate Bond ETF,USD,"The investment seeks to track the investment results (before fees and expenses) of the Nasdaq BulletSharesÂ® USD Corporate Bond 2029 Index (the ""underlying index"").
 The fund generally will invest at least 80% of its total assets in securities that comprise the underlying index. The underlying index seeks to measure the performance of a portfolio of U.S. dollar-denominated investment grade corporate bonds with maturities or, in some cases, ""effective maturities"" in the year 2029 (collectively, ""2029 Bonds""). The fund is non-diversified.",,,Invesco Investment Management,NGM,us_market
BSCU,Invesco BulletShares 2030 Corporate Bond ETF,USD,"The investment seeks to track the investment results (before fees and expenses) of the Nasdaq BulletSharesÂ® USD Corporate Bond 2030 Index.
 The fund generally will invest at least 80% of its total assets in securities that comprise the underlying index. The underlying index seeks to measure the performance of a portfolio of U.S. dollar-denominated investment grade corporate bonds with maturities or, in some cases, ""effective maturities"" in the year 2030. It does not purchase all of the securities in the index; instead, the fund utilizes a ""sampling"" methodology to seek to achieve its investment objective. It is non-diversified.",,,Invesco Investment Management,NMS,us_market
BSDE,Invesco BulletShares (R) 2024 Emerging Markets Debt ETF,USD,"The investment seeks to track the investment results (before fees and expenses) of the Nasdaq BulletSharesÂ® USD Emerging Markets Debt 2024 Index (the ""underlying index"").
 The fund generally will invest at least 80% of its total assets in securities that comprise the underlying index. The underlying index is designed to represent the performance of a held-to-maturity portfolio of U.S. dollar-denominated emerging markets bonds with maturities or, in some cases, ""effective maturities"" in the year 2024 (collectively, ""2024 Bonds""). The fund is non-diversified.",Fixed income,Emerging Markets,Invesco Investment Management,NGM,us_market
BSEP,Innovator S&P 500 Buffer ETF - September,USD,"The investment seeks to provide investors with returns that match those of the S&P 500 Price Index.
 The fund invests at least 80% of its net assets in FLexible EXchangeÂ® Options (""FLEX Options"") that reference the S&P 500 Price Return Index (""S&P 500 Price Index""). FLEX Options are exchange-traded options contracts with uniquely customizable terms. Although guaranteed for settlement by the Options Clearing Corporation (the ""OCC""), FLEX Options are still subject to counterparty risk with the OCC and may be less liquid than more traditional exchange-traded options. It is non-diversified.",,,Innovator ETFs,BTS,us_market
BSJC,Guggenheim BulletShares 2012 Hi,,,,,,PCX,us_market
BSJD,Guggenheim BulletShares 2013 Hi,,,,,,PCX,us_market
BSJL,Invesco BulletShares 2021 High Yield Corporate Bond ETF,USD,"The investment seeks to track the investment results (before fees and expenses) of the Nasdaq BulletSharesÂ® USD High Yield Corporate Bond 2021 Index (the ""underlying index"").
 The fund generally will invest at least 80% of its total assets in securities that comprise the underlying index. The underlying index seeks to measure the performance of a portfolio of U.S. dollar-denominated high yield corporate bonds (commonly known as ""junk bonds"") with maturities or, in some cases, ""effective maturities"" in the year 2021 (collectively, ""2021 Bonds""). The fund is non-diversified.",Fixed Income,Bonds,Invesco Investment Management,NGM,us_market
BSJM,Invesco BulletShares 2022 High Yield Corporate Bond ETF,USD,"The investment seeks to track the investment results (before fees and expenses) of the Nasdaq BulletSharesÂ® USD High Yield Corporate Bond 2022 Index (the ""underlying index"").
 The fund generally will invest at least 80% of its total assets in securities that comprise the underlying index. The underlying index seeks to measure the performance of a portfolio of U.S. dollar-denominated high yield corporate bonds (commonly known as ""junk bonds"") with maturities or, in some cases, ""effective maturities"" in the year 2022 (collectively, ""2022 Bonds"").",Fixed Income,Bonds,Invesco Investment Management,NMS,us_market
BSJN,Invesco BulletShares 2023 High Yield Corporate Bond ETF,USD,"The investment seeks to track the investment results (before fees and expenses) of the Nasdaq BulletSharesÂ® USD High Yield Corporate Bond 2023 Index (the ""underlying index"").
 The fund generally will invest at least 80% of its total assets in securities that comprise the underlying index. The underlying index seeks to measure the performance of a portfolio of U.S. dollar-denominated high yield corporate bonds (commonly known as ""junk bonds"") with maturities or, in some cases, ""effective maturities"" in the year 2023 (collectively, ""2023 Bonds"").",Fixed Income,Bonds,Invesco Investment Management,NGM,us_market
BSJO,Invesco BulletShares 2024 High Yield Corporate Bond ETF,USD,"The investment seeks to track the investment results (before fees and expenses) of the Nasdaq BulletSharesÂ® USD High Yield Corporate Bond 2024 Index (the ""underlying index"").
 The fund generally will invest at least 80% of its total assets in securities that comprise the underlying index. The underlying index seeks to measure the performance of a portfolio of U.S. dollar-denominated high yield corporate bonds (commonly known as ""junk bonds"") with maturities or, in some cases, ""effective maturities"" in the year 2024 (collectively, ""2024 Bonds"").",,,Invesco Investment Management,NGM,us_market
BSJP,Invesco BulletShares 2025 High Yield Corporate Bond ETF,USD,"The investment seeks to track the investment results (before fees and expenses) of the Nasdaq BulletSharesÂ® USD High Yield Corporate Bond 2025 Index (the ""underlying index"").
 The fund generally will invest at least 80% of its total assets in securities that comprise the underlying index. The underlying index seeks to measure the performance of a portfolio of U.S. dollar-denominated high yield corporate bonds (commonly known as ""junk bonds"") with maturities or, in some cases, ""effective maturities"" in the year 2025 (collectively, ""2025 Bonds"").",Fixed Income,Bonds,Invesco Investment Management,NMS,us_market
BSJQ,Invesco BulletShares 2026 High Yield Corporate Bond ETF,USD,"The investment seeks to track the investment results (before fees and expenses) of the Nasdaq BulletSharesÂ® USD High Yield Corporate Bond 2026 Index (the ""underlying index"").
 The fund generally will invest at least 80% of its total assets in securities that comprise the underlying index. The underlying index seeks to measure the performance of a portfolio of U.S. dollar-denominated high yield corporate bonds (commonly known as ""junk bonds"") with maturities or, in some cases, ""effective maturities"" in the year 2026 (collectively, ""2026 Bonds""). The fund is non-diversified.",Fixed Income,Bonds,Invesco Investment Management,NMS,us_market
BSJR,Invesco BulletShares 2027 High Yield Corporate Bond ETF,USD,"The investment seeks to track the investment results (before fees and expenses) of the Nasdaq BulletSharesÂ® USD High Yield Corporate Bond 2027 Index (the ""underlying index"").
 The fund generally will invest at least 80% of its total assets in securities that comprise the underlying index. The underlying index seeks to measure the performance of a portfolio of U.S. dollar-denominated high yield corporate bonds (commonly known as ""junk bonds"") with maturities or, in some cases, ""effective maturities"" in the year 2027 (collectively, ""2027 Bonds""). The fund is non-diversified.",Fixed Income,Bonds,Invesco Investment Management,NGM,us_market
BSJS,Invesco BulletShares 2028 High Yield Corporate Bond ETF,USD,"The investment seeks to track the investment results (before fees and expenses) of the Nasdaq BulletSharesÂ® USD High Yield Corporate Bond 2028 Index.
 The fund generally will invest at least 80% of its total assets in securities that comprise the underlying index. The index seeks to measure the performance of a portfolio of U.S. dollar-denominated high yield corporate bonds (commonly known as ""junk bonds"") with maturities or, in some cases, ""effective maturities"" in the year 2028. It does not purchase all of the securities in the index; instead, the fund utilizes a ""sampling"" methodology to seek to achieve its investment objective. It is non-diversified.",Fixed Income,Bonds,Invesco Investment Management,NMS,us_market
BSML,Invesco BulletShares (R) 2021 Municipal Bond ETF,USD,"The investment seeks to track the investment results (before fees and expenses) of the Invesco BulletSharesÂ® Municipal Bond 2021 Index.
 The fund generally will invest at least 80% of its total assets in securities that comprise the index. The index is designed to measure the performance of a portfolio of U.S. dollar-denominated investment-grade municipal bonds with maturities in the year 2021 or, in some cases, ""effective maturities"" in the year 2021. It is non-diversified.",,,Invesco Investment Management,NGM,us_market
